feature_ID	gene_symbol	chromosome
ENSRNOG00000022570	Pus7l	7
ENSRNOG00000022576	Nudt12	9
ENSRNOG00000022582	Ccnq	10
ENSRNOG00000022586	Cdk9	3
ENSRNOG00000022593	Pdpr	19
ENSRNOG00000022595	Snurf-ps2	5
ENSRNOG00000022597	Cenpj	15
ENSRNOG00000022598	Trerf1	9
ENSRNOG00000022601	Spata31g1	5
ENSRNOG00000022603	Astl	3
ENSRNOG00000022609	Mrps10	9
ENSRNOG00000022610	Agbl1	1
ENSRNOG00000022614	AABR07068253.1	9
ENSRNOG00000022615	Tp53i13	10
ENSRNOG00000022622	Slc38a6	6
ENSRNOG00000022623	Ttll12	7
ENSRNOG00000022631	Fgf5	14
ENSRNOG00000022632	Taf7l-ps1	7
ENSRNOG00000022635	Dlg2	1
ENSRNOG00000022636	Alpk1	2
ENSRNOG00000022640	Siglec8	1
ENSRNOG00000022660	Ccdc73	3
ENSRNOG00000022664	Kat7	10
ENSRNOG00000022669	Cd177	1
ENSRNOG00000022673	Slc22a20	1
ENSRNOG00000022681	Bbln	3
ENSRNOG00000022686	Zdhhc2	16
ENSRNOG00000022691	St8sia5	18
ENSRNOG00000022694	Plekhg5	5
ENSRNOG00000022697	Clec14a	6
ENSRNOG00000022698	Vsig10	12
ENSRNOG00000022701	Ceacam18	1
ENSRNOG00000022702	Fbxo22	8
ENSRNOG00000022703	Mrgprb5	1
ENSRNOG00000022704	Esyt3	8
ENSRNOG00000022707	Pmp2	2
ENSRNOG00000022709	AABR07046657.1	5
ENSRNOG00000022710	Prrg4	3
ENSRNOG00000022711	Slco4c1	9
ENSRNOG00000022712	Bend7	17
ENSRNOG00000022717	Ccdc121rt1	13
ENSRNOG00000022720	Usp37	9
ENSRNOG00000022721	Clec18a	19
ENSRNOG00000022723	Kiaa2012	9
ENSRNOG00000022724	Cnih3	13
ENSRNOG00000022726	Lrit2	16
ENSRNOG00000022729	Mrgprx2l	1
ENSRNOG00000022730	Zfp57	20
ENSRNOG00000022732	Tmem126b	1
ENSRNOG00000022736	Cdkn2aip	16
ENSRNOG00000022737	Dmbt1l1	1
ENSRNOG00000022741	Ilf3	8
ENSRNOG00000022742	Zfp954	1
ENSRNOG00000022745	C2h5orf22	2
ENSRNOG00000022748	Tmem126a	1
ENSRNOG00000022751	Spata31f3	5
ENSRNOG00000022753	Mast3	16
ENSRNOG00000022760	Rubcnl	15
ENSRNOG00000022764	Evi2a	10
ENSRNOG00000022767	Elfn1	12
ENSRNOG00000022769	Sp100	9
ENSRNOG00000022771	Arhgap23	10
ENSRNOG00000022772	Prickle1	7
ENSRNOG00000022777	Six1	6
ENSRNOG00000022778	Pphln1	7
ENSRNOG00000022781	Ccser2	16
ENSRNOG00000022784	Fzd10	12
ENSRNOG00000022791	Ttc6	6
ENSRNOG00000022792	Lamp3	11
ENSRNOG00000022796	Fgfbp3	1
ENSRNOG00000022798	4930474N05Rikl2	16
ENSRNOG00000022800	Sp140	9
ENSRNOG00000022802	Tmem184b	7
ENSRNOG00000022804	Foxp4	9
ENSRNOG00000022806	Mageb4	X
ENSRNOG00000022807	Pced1b	7
ENSRNOG00000022812	Ercc5	9
ENSRNOG00000022822	Fam169b	1
ENSRNOG00000022837	Slc25a40	4
ENSRNOG00000022838	Cnksr1	5
ENSRNOG00000022839	Ifit3	1
ENSRNOG00000022844	Pdzrn4	7
ENSRNOG00000022845	Cep70	8
ENSRNOG00000022847	Dop1a	8
ENSRNOG00000022848	Mageb6b1	X
ENSRNOG00000022852	Snx22	8
ENSRNOG00000022855	AABR07039112.1	X
ENSRNOG00000022859	Trem1	9
ENSRNOG00000022860	Swi5	3
ENSRNOG00000022863	Lingo4	2
ENSRNOG00000022868	Ell3	3
ENSRNOG00000022870	Smad5	17
ENSRNOG00000022871	2610008E11Rikl	7
ENSRNOG00000022877	Poldip3	7
ENSRNOG00000022884	Cd84	13
ENSRNOG00000022890	C5h1orf141	5
ENSRNOG00000022893	Rimbp2	12
ENSRNOG00000022894	Bivm	9
ENSRNOG00000022896	Rrp7a	7
ENSRNOG00000022899	Cdk15	9
ENSRNOG00000022900	C1h10orf120	1
ENSRNOG00000022910	Emcn	2
ENSRNOG00000022911	Hjurp	9
ENSRNOG00000022921	Dact2	1
ENSRNOG00000022922	Slc25a12	3
ENSRNOG00000022929	Mtmr12	2
ENSRNOG00000022932	Serhl2	7
ENSRNOG00000022937	Bpifc	7
ENSRNOG00000022938	Ap4e1	3
ENSRNOG00000022939	Gpkow	X
ENSRNOG00000022943	Dgka	7
ENSRNOG00000022946	Slc22a3	1
ENSRNOG00000022950	Dppa3	4
ENSRNOG00000022953	Ccdc163	5
ENSRNOG00000022955	Vom2r75	18
ENSRNOG00000022957	Ctxn3	18
ENSRNOG00000022964	Rnf222	10
ENSRNOG00000022967	Slc35d1	5
ENSRNOG00000022970	Nkx2-8	6
ENSRNOG00000022975	Nfam1	7
ENSRNOG00000022980	Sdhd	8
ENSRNOG00000022983	Trim17	10
ENSRNOG00000022988	Skint10	5
ENSRNOG00000022990	Ifnk	5
ENSRNOG00000022994	Nlrp5	1
ENSRNOG00000022999	Ppp2r3a	8
ENSRNOG00000023005	LOC681325	X
ENSRNOG00000023007	Col6a6	8
ENSRNOG00000023008	Fam131c	5
ENSRNOG00000023013	Marchf3	18
ENSRNOG00000023016	Magea9	X
ENSRNOG00000023020	Fdx2	8
ENSRNOG00000023021	Msl2	8
ENSRNOG00000023023	Trpt1	1
ENSRNOG00000023030	Cd96	11
ENSRNOG00000023034	Spmip10	18
ENSRNOG00000023035	Smim8	5
ENSRNOG00000023053	Ice1	1
ENSRNOG00000023064	Catsper2	3
ENSRNOG00000023065	Zfp637	4
ENSRNOG00000023073	Nr1h5	2
ENSRNOG00000023077	Cpne9	4
ENSRNOG00000023079	Kras	2
ENSRNOG00000023085	Pmel	7
ENSRNOG00000023086	LOC100360828	8
ENSRNOG00000023092	Prss54	19
ENSRNOG00000023093	Mis18bp1	6
ENSRNOG00000023094	4933416E14Rikl	X
ENSRNOG00000023095	Npepps	10
ENSRNOG00000023100	Dynlt5	5
ENSRNOG00000023107	Yeats2	11
ENSRNOG00000023109	Icoslg	20
ENSRNOG00000023112		5
ENSRNOG00000023116	Agmo	6
ENSRNOG00000023129	Mfsd9	9
ENSRNOG00000023130	Lyplal1	13
ENSRNOG00000023140	Pnldc1	1
ENSRNOG00000023143	Nlrp1a	10
ENSRNOG00000023148	Col11a1	2
ENSRNOG00000023150	Gpi	1
ENSRNOG00000023151	Scgb2a1	1
ENSRNOG00000023152	Tmem201	5
ENSRNOG00000023154	Defb21	3
ENSRNOG00000023162	Car14	2
ENSRNOG00000023163	Mpc1l	X
ENSRNOG00000023172	Dnajb3	9
ENSRNOG00000023176	Kidins220	6
ENSRNOG00000023177	Esrp2	19
ENSRNOG00000023187	Cxhxorf38	X
ENSRNOG00000023195	Defb29	3
ENSRNOG00000023197	Zfp608	18
ENSRNOG00000023202	Usp15	7
ENSRNOG00000023208	Myorg	5
ENSRNOG00000023209	Slamf7	13
ENSRNOG00000023210	Trappc10	20
ENSRNOG00000023213	Dmrtb1	5
ENSRNOG00000023214	Il20rb	8
ENSRNOG00000023216	Ccdc17	5
ENSRNOG00000023220	Cnot11	9
ENSRNOG00000023226	S100a10	2
ENSRNOG00000023230	C6h14orf28	6
ENSRNOG00000023233	Zfp658	1
ENSRNOG00000023238	Dgkd	9
ENSRNOG00000023256	Nxf7	X
ENSRNOG00000023257	Adamts9	4
ENSRNOG00000023258	Nfkb1	2
ENSRNOG00000023261	Ube2q2l	X
ENSRNOG00000023262	Cenpm	7
ENSRNOG00000023271	Parl	11
ENSRNOG00000023274	Lrrc28	1
ENSRNOG00000023278	Sec61a2	17
ENSRNOG00000023280	Als2	9
ENSRNOG00000023285	Akr1b1-ps2	4
ENSRNOG00000023296	Wtip	1
ENSRNOG00000023299	Hfm1	14
ENSRNOG00000023303	Dpep2	19
ENSRNOG00000023304	Lin9	13
ENSRNOG00000023309	Anks6	5
ENSRNOG00000023312	Lonrf2	9
ENSRNOG00000023314	Scgb2b24	1
ENSRNOG00000023317	Colgalt1	16
ENSRNOG00000023318	Tigd3	1
ENSRNOG00000023320	Tspan1	5
ENSRNOG00000023322	Ostc	2
ENSRNOG00000023334	Parp14	11
ENSRNOG00000023337	Sema3a	4
ENSRNOG00000023340	Tmem72	4
ENSRNOG00000023342	Prr27	14
ENSRNOG00000023344	Rpl23al6	10
ENSRNOG00000023346	LOC120103024	5
ENSRNOG00000023348	Tbc1d2	5
ENSRNOG00000023352	Fam78a	3
ENSRNOG00000023356	Eif5b	9
ENSRNOG00000023360	Fus	1
ENSRNOG00000023363	Ing4	4
ENSRNOG00000023366	Styxl1	12
ENSRNOG00000023367	Scgb2b2	1
ENSRNOG00000023372	Odam	14
ENSRNOG00000023373	Sec24b	2
ENSRNOG00000023375	Rab34	10
ENSRNOG00000023376	Riok3	18
ENSRNOG00000023381	Proca1	10
ENSRNOG00000023383	Ddx3x	X
ENSRNOG00000023384	Defb20	3
ENSRNOG00000023386	Gorasp2	3
ENSRNOG00000023389	Ephx4	14
ENSRNOG00000023393	Nup214	3
ENSRNOG00000023400	Dtx3l	11
ENSRNOG00000023403	Gtpbp3	16
ENSRNOG00000023404	Slc9b2	2
ENSRNOG00000023407	Mrpl36	1
ENSRNOG00000023410	Apol9a	7
ENSRNOG00000023411	Vsig10l	1
ENSRNOG00000023412	Tmem241	18
ENSRNOG00000023427	Ano7	9
ENSRNOG00000023428	Pik3r5	10
ENSRNOG00000023431	LOC134480797	10
ENSRNOG00000023433	Gata6	18
ENSRNOG00000023434	Lrtomt	1
ENSRNOG00000023440	Phex	X
ENSRNOG00000023446	Btbd8	14
ENSRNOG00000023449	Atg9b	4
ENSRNOG00000023452	C5h1orf127	5
ENSRNOG00000023453	Lrba	2
ENSRNOG00000023455	Pomgnt1	5
ENSRNOG00000023457	Stpg2	2
ENSRNOG00000023458	Dcaf12l1	X
ENSRNOG00000023463	Parp9	11
ENSRNOG00000023465	Depp1	4
ENSRNOG00000023467	Fam168b	9
ENSRNOG00000023469	Pramel3	X
ENSRNOG00000023473	Rnf122	16
ENSRNOG00000023474	Dazl	9
ENSRNOG00000023476	Slc16a5	10
ENSRNOG00000023477	Defb23	3
ENSRNOG00000023480	Nabp2	7
ENSRNOG00000023484	Rpap2	14
ENSRNOG00000023485	Ushbp1	16
ENSRNOG00000023492	Greb1l	18
ENSRNOG00000023493	Creb3l4	2
ENSRNOG00000023494	Tti2	16
ENSRNOG00000023496	Entrep2	1
ENSRNOG00000023497	Foxe1	5
ENSRNOG00000023508	Mfsd2b	6
ENSRNOG00000023509	Irs2	16
ENSRNOG00000023511	Kplce	2
ENSRNOG00000023520	Cs	7
ENSRNOG00000023521	Map3k10	1
ENSRNOG00000023528	Plaat5	1
ENSRNOG00000023529	Rpl5l1	14
ENSRNOG00000023530	Or9q1	1
ENSRNOG00000023533	Dipk1a	14
ENSRNOG00000023536	Adgrd1	12
ENSRNOG00000023538	Aldh5a1	17
ENSRNOG00000023541	Ahctf1	13
ENSRNOG00000023546	Hspb1	12
ENSRNOG00000023547	LOC120096209	13
ENSRNOG00000023548	Sned1	9
ENSRNOG00000023549	Samd5	1
ENSRNOG00000023551	Sp6	10
ENSRNOG00000023557	Mab21l4	9
ENSRNOG00000023561	Ano2	4
ENSRNOG00000023566	Vwa3b	9
ENSRNOG00000023576	Ecrg4	9
ENSRNOG00000023577	Gigyf2	9
ENSRNOG00000023578	Oprpn	14
ENSRNOG00000023579	Tet2	2
ENSRNOG00000023587	Dhtkd1	17
ENSRNOG00000023588	Dmgdh	2
ENSRNOG00000023589	Gpr107	3
ENSRNOG00000023591	Ppp2r3c	6
ENSRNOG00000023593	Upf2	17
ENSRNOG00000023601	Elavl4	5
ENSRNOG00000023603	Amer3	9
ENSRNOG00000023605	Ncbp1	5
ENSRNOG00000023612	Doxl1	4
ENSRNOG00000023614	Hsh2d	16
ENSRNOG00000023627	Cfap74	5
ENSRNOG00000023628	Tmem106a	10
ENSRNOG00000023633	Crabp1	8
ENSRNOG00000023637	Tent5d	X
ENSRNOG00000023639	Rpusd1	10
ENSRNOG00000023640	Rab25	2
ENSRNOG00000023643	Mmp17	12
ENSRNOG00000023650	Cops4	14
ENSRNOG00000023657	Gprin3	4
ENSRNOG00000023659	AABR07000147.1	1
ENSRNOG00000023661	Celf2	17
ENSRNOG00000023664	Lepr	5
ENSRNOG00000023668	Scyl1	1
ENSRNOG00000023679	Prdm5	4
ENSRNOG00000023683	Nog	10
ENSRNOG00000023686	Upk3b	12
ENSRNOG00000023688	Drd1	17
ENSRNOG00000023698	Tex14	10
ENSRNOG00000023700	C16h19orf44	16
ENSRNOG00000023708	Tmem176a	4
ENSRNOG00000023712	Stox1	20
ENSRNOG00000023721	C3h20orf96	3
ENSRNOG00000023733	Rpl24l1	X
ENSRNOG00000023746	Tmem39b	5
ENSRNOG00000023753	Afdn	1
ENSRNOG00000023760	Plekhm3	9
ENSRNOG00000023764	Kctd2	10
ENSRNOG00000023765	Nyap2	9
ENSRNOG00000023768	Rundc1	10
ENSRNOG00000023778	Gcnt2	17
ENSRNOG00000023781	Plec	7
ENSRNOG00000023786	Ybx1	5
ENSRNOG00000023794	Mei4	8
ENSRNOG00000023803	Cmya5	2
ENSRNOG00000023805	Polr2l	19
ENSRNOG00000023807	Ccnyl1	9
ENSRNOG00000023809	Opcml	8
ENSRNOG00000023812	Raver2	5
ENSRNOG00000023816	Aph1a	2
ENSRNOG00000023824	C7h12orf56	7
ENSRNOG00000023828	Dstl1	7
ENSRNOG00000023830	Dnase2	19
ENSRNOG00000023831	Sycp2l	17
ENSRNOG00000023833	Ubqln3	1
ENSRNOG00000023847	Nlrp14	1
ENSRNOG00000023850	Tbrg1	8
ENSRNOG00000023851	Igsf3	2
ENSRNOG00000023856	Agxt	9
ENSRNOG00000023858	Prss39	9
ENSRNOG00000023861	Snap91	8
ENSRNOG00000023870	Sh2d7	8
ENSRNOG00000023874	Tmem62	3
ENSRNOG00000023881	Skap1	10
ENSRNOG00000023892	Lce1f	2
ENSRNOG00000023895	Ube2u	5
ENSRNOG00000023896	Dusp6	7
ENSRNOG00000023899	Gng14	19
ENSRNOG00000023908	Egfem1	2
ENSRNOG00000023910	Man2b1	19
ENSRNOG00000023917	Ranbp1l1	11
ENSRNOG00000023919	Nipsnap2	12
ENSRNOG00000023920	Zfp791	19
ENSRNOG00000023923	Fastkd2	9
ENSRNOG00000023931	Ggn	1
ENSRNOG00000023935	Nrsn2	3
ENSRNOG00000023937	Slc49a3	14
ENSRNOG00000023941	Fam178b	9
ENSRNOG00000023943	Gbp1	2
ENSRNOG00000023946	Dmac1	5
ENSRNOG00000023951	Tbc1d30	7
ENSRNOG00000023965	Arhgef38	2
ENSRNOG00000023968	Fancf	1
ENSRNOG00000023969	Herc6	4
ENSRNOG00000023972	Col4a2	16
ENSRNOG00000023985	Fan1	1
ENSRNOG00000023989	Actr5	3
ENSRNOG00000023991	Rab20	16
ENSRNOG00000023993	Kif1a	9
ENSRNOG00000024000	Cd22	1
ENSRNOG00000024008	Cdc25c	18
ENSRNOG00000024009	Ffar1	1
ENSRNOG00000024012	Pex10	5
ENSRNOG00000024016	LOC134485234	1
ENSRNOG00000024019	Ccdc6	20
ENSRNOG00000024022	Ndfip2	15
ENSRNOG00000024025	Edc4	19
ENSRNOG00000024026	Pate5	8
ENSRNOG00000024027	Lemd3	7
ENSRNOG00000024028	Sprr1a	2
ENSRNOG00000024036	Fam98c	1
ENSRNOG00000024039	Serinc5	2
ENSRNOG00000024040	Mb21d2	11
ENSRNOG00000024041	Hils1	10
ENSRNOG00000024043	Orc6	19
ENSRNOG00000024046	Sprr3	2
ENSRNOG00000024056	Zfp715	1
ENSRNOG00000024061	Rarb	15
ENSRNOG00000024065	Zfp575	1
ENSRNOG00000024066	Fundc2	18
ENSRNOG00000024068	Fsip2l1	X
ENSRNOG00000024073	Syce1	1
ENSRNOG00000024077	Fbxo5	1
ENSRNOG00000024082	Gldn	8
ENSRNOG00000024085	Tmem237	9
ENSRNOG00000024089	Fndc3b	2
ENSRNOG00000024093	Dmrta1	5
ENSRNOG00000024101	Phkb	19
ENSRNOG00000024104	Mbd1	18
ENSRNOG00000024111	Cage1	17
ENSRNOG00000024112	Dgkq	14
ENSRNOG00000024114	Zdbf2	9
ENSRNOG00000024115	C6	2
ENSRNOG00000024119	Ghsr	2
ENSRNOG00000024120	Rxfp1	2
ENSRNOG00000024125	Slain1	15
ENSRNOG00000024127	Atp13a5	11
ENSRNOG00000024128	Aco2	7
ENSRNOG00000024135	Zmat1	X
ENSRNOG00000024136	Fam151b	2
ENSRNOG00000024138	Dusp21	X
ENSRNOG00000024139	Miip	5
ENSRNOG00000024140	Sft2d1	1
ENSRNOG00000024142	Arglu1	16
ENSRNOG00000024144	Cdipt	1
ENSRNOG00000024145	Trim65	10
ENSRNOG00000024159	Fcer1g	13
ENSRNOG00000024170	Phf5a	7
ENSRNOG00000024172	T2	1
ENSRNOG00000024178	Cenpt	19
ENSRNOG00000024181	Tpsab1	10
ENSRNOG00000024182	C19h16orf78	19
ENSRNOG00000024186	Eef1b2	9
ENSRNOG00000024190	Rasef	5
ENSRNOG00000024194	Rsf1	1
ENSRNOG00000024200	Smokl5	8
ENSRNOG00000024201	Fer1l5	9
ENSRNOG00000024204	Ifne	5
ENSRNOG00000024207	Fgfrl1	14
ENSRNOG00000024208	Prss48	2
ENSRNOG00000024210	Nlrc3	10
ENSRNOG00000024212	Tent4b	19
ENSRNOG00000024213	Golim4	2
ENSRNOG00000024221	Mettl24	20
ENSRNOG00000024230	Tnfaip8l3	8
ENSRNOG00000024233	1700012B07Rkl	10
ENSRNOG00000024237	Scel	15
ENSRNOG00000024239	Fam89b	1
ENSRNOG00000024241	Cdc23	18
ENSRNOG00000024243	Cadm4	1
ENSRNOG00000024245	Zkscan2	1
ENSRNOG00000024250	Wwc3	X
ENSRNOG00000024257	Irgc	1
ENSRNOG00000024259	Tmem54	5
ENSRNOG00000024266	Haus5	1
ENSRNOG00000024271	Samt4	X
ENSRNOG00000024272	Ino80d	9
ENSRNOG00000024277	Card11	12
ENSRNOG00000024278	Rbm42	1
ENSRNOG00000024280	Ccdc170	1
ENSRNOG00000024288	Etv2	1
ENSRNOG00000024309	Cox6b1	1
ENSRNOG00000024310	Kcnf1	6
ENSRNOG00000024312	Xkr8	5
ENSRNOG00000024322	Shroom2	X
ENSRNOG00000024330	Ngp	8
ENSRNOG00000024331	Upk1a	1
ENSRNOG00000024335	Fastkd1	3
ENSRNOG00000024336	Senp6	8
ENSRNOG00000024338	C6h2orf50	6
ENSRNOG00000024345	Pard3b	9
ENSRNOG00000024346	Plet1	8
ENSRNOG00000024349	Cbarp	7
ENSRNOG00000024350	Cldn34a	X
ENSRNOG00000024352	Tyw1	12
ENSRNOG00000024363	Sertad1	1
ENSRNOG00000024364	Enkd1	19
ENSRNOG00000024365	Ect2	2
ENSRNOG00000024372	Cwf19l2	6
ENSRNOG00000024376	Zfp111	1
ENSRNOG00000024382	Fcgr3a	13
ENSRNOG00000024384	Cpn2	11
ENSRNOG00000024390	Osm	14
ENSRNOG00000024402	Focad	5
ENSRNOG00000024410	Blvrb	1
ENSRNOG00000024411	Cbr4	16
ENSRNOG00000024412	LOC108350588	3
ENSRNOG00000024413	Neurog3	20
ENSRNOG00000024414	Ate1	1
ENSRNOG00000024420	Eme1	10
ENSRNOG00000024426	Mro	18
ENSRNOG00000024428	Kif20a	18
ENSRNOG00000024429	Peg12	1
ENSRNOG00000024433	Fbxl7	2
ENSRNOG00000024435	Galnt17	12
ENSRNOG00000024437	Blcap	3
ENSRNOG00000024438	Bsx	8
ENSRNOG00000024445	Slx4	10
ENSRNOG00000024446	Gpr142	10
ENSRNOG00000024450	Poc1b	7
ENSRNOG00000024452	Carmil2	19
ENSRNOG00000024454	Ccdc149	14
ENSRNOG00000024456	Radil	12
ENSRNOG00000024457	Cyct	3
ENSRNOG00000024460	Tars3	1
ENSRNOG00000024461	Marchf11	2
ENSRNOG00000024462	Oas1d	12
ENSRNOG00000024468	Traf3ip1	9
ENSRNOG00000024470	Lman1	18
ENSRNOG00000024479	Klhl34	X
ENSRNOG00000024482	Tnrc18	12
ENSRNOG00000024492	Ap1ar	2
ENSRNOG00000024494	Cfap54	7
ENSRNOG00000024497	U2af1l4	1
ENSRNOG00000024499	Ofcc1	17
ENSRNOG00000024501	Rgs3	5
ENSRNOG00000024503	Nbas	6
ENSRNOG00000024506	C5h9orf43	5
ENSRNOG00000024507	Smg5l1	7
ENSRNOG00000024508	Lpal2	4
ENSRNOG00000024509	Trim52	15
ENSRNOG00000024517	Gpr119	X
ENSRNOG00000024521	Spata16	2
ENSRNOG00000024523	Dnai2	10
ENSRNOG00000024525	Alkbh8	6
ENSRNOG00000024526	Ttc34	5
ENSRNOG00000024527	Or10ah1-ps1	12
ENSRNOG00000024530	Lyrm1	1
ENSRNOG00000024533	Eogt	4
ENSRNOG00000024535	Zzef1	10
ENSRNOG00000024539	Ndufb6	5
ENSRNOG00000024543	Mfsd4b1	20
ENSRNOG00000024545	Ccdc18	14
ENSRNOG00000024549	Pwwp3a	7
ENSRNOG00000024553	Cyb5d2	10
ENSRNOG00000024557	Cep112	10
ENSRNOG00000024560	Nup50-ps1	4
ENSRNOG00000024562	Tgfbrap1	9
ENSRNOG00000024563	Ganc	3
ENSRNOG00000024566	Sh3d21	5
ENSRNOG00000024567	Ints15	12
ENSRNOG00000024568	Ndufs7	7
ENSRNOG00000024569	Gimap9	4
ENSRNOG00000024577	Gamt	7
ENSRNOG00000024578	Ttyh2	10
ENSRNOG00000024580	Mamstr	1
ENSRNOG00000024591	Hs3st3a1	10
ENSRNOG00000024594	Fhdc1	2
ENSRNOG00000024595	Cers6	3
ENSRNOG00000024601	Taf11	20
ENSRNOG00000024602	Plekha7	1
ENSRNOG00000024603	Rps15	7
ENSRNOG00000024604	Jkampl	4
ENSRNOG00000024605	Fam220a	12
ENSRNOG00000024620	Mamdc2	1
ENSRNOG00000024623	C2h4orf17	2
ENSRNOG00000024625	Proser3	1
ENSRNOG00000024628	Wdr49	2
ENSRNOG00000024629	Hadha	6
ENSRNOG00000024630	Igsf23	1
ENSRNOG00000024631	Chadl	7
ENSRNOG00000024632	Atf6	13
ENSRNOG00000024634	Gba3	14
ENSRNOG00000024635	Cramp1	10
ENSRNOG00000024636	Gpr85	4
ENSRNOG00000024640	Oacyl	18
ENSRNOG00000024641	Nyap1	12
ENSRNOG00000024647	Ppp4r2	4
ENSRNOG00000024650	Ckap2	16
ENSRNOG00000024651	Greb1	6
ENSRNOG00000024657	Mfsd4a	13
ENSRNOG00000024663	Fkbp15	5
ENSRNOG00000024671	Dmxl1	18
ENSRNOG00000024677	Arhgap33	1
ENSRNOG00000024685	Tas2r7l	4
ENSRNOG00000024688	Erfe	9
ENSRNOG00000024689	Hopx	14
ENSRNOG00000024693	Zfp831	3
ENSRNOG00000024703	Dock5	15
ENSRNOG00000024705	Rarres2	4
ENSRNOG00000024707	Tp73	5
ENSRNOG00000024709	Vwde	4
ENSRNOG00000024711	Sdk2	10
ENSRNOG00000024712	Insc	1
ENSRNOG00000024717	Espnl	9
ENSRNOG00000024728	Arhgap22	16
ENSRNOG00000024729	Pax5	5
ENSRNOG00000024730	Ppm1e	10
ENSRNOG00000024733	Mnd1	2
ENSRNOG00000024737	Tnrc6a	1
ENSRNOG00000024743	L3mbtl2	7
ENSRNOG00000024746	Or5a21	1
ENSRNOG00000024751	Macroh2a2	20
ENSRNOG00000024755	Gsta3l1	9
ENSRNOG00000024757	Endod1	8
ENSRNOG00000024762	Frmd7	X
ENSRNOG00000024766	Adgrf3	6
ENSRNOG00000024779	Polr2b	14
ENSRNOG00000024780	Mtnap1	10
ENSRNOG00000024785	Mcpt4	15
ENSRNOG00000024786	Asb6	3
ENSRNOG00000024788	Ldc1	5
ENSRNOG00000024789		1
ENSRNOG00000024793	Kctd21	1
ENSRNOG00000024796	Lrrc47	5
ENSRNOG00000024798	Bora	15
ENSRNOG00000024799	Cd93	3
ENSRNOG00000024801	Slc35a2	X
ENSRNOG00000024808	Stk39	3
ENSRNOG00000024809	Ntmt1	3
ENSRNOG00000024815	Lkaaear1	3
ENSRNOG00000024818	Eva1b	5
ENSRNOG00000024824	Col22a1	7
ENSRNOG00000024825	Fam163a	13
ENSRNOG00000024832	Gpr158	17
ENSRNOG00000024837	Tpte2	16
ENSRNOG00000024839	Tysnd1	20
ENSRNOG00000024843	Prl8a9	17
ENSRNOG00000024845	Mrps21	2
ENSRNOG00000024848	Fga	2
ENSRNOG00000024849	Tor1aip2	13
ENSRNOG00000024852	Tmx4	3
ENSRNOG00000024863	Fam76b	8
ENSRNOG00000024867	Eme2	10
ENSRNOG00000024870	Anks1b	7
ENSRNOG00000024874	Prtfdc1	17
ENSRNOG00000024877	Or51k7	1
ENSRNOG00000024878	Rbm44	9
ENSRNOG00000024879	Polrmt	7
ENSRNOG00000024882	Pax1	3
ENSRNOG00000024885	Asb10	4
ENSRNOG00000024886	Ext1	7
ENSRNOG00000024889	Snip1	5
ENSRNOG00000024899	Cxcl13	14
ENSRNOG00000024903	Slc7a13	5
ENSRNOG00000024904	Pla2g4e	3
ENSRNOG00000024905	Drc1	6
ENSRNOG00000024907	Tnrc6b	7
ENSRNOG00000024917	Flacc1	9
ENSRNOG00000024918	Fam229b	20
ENSRNOG00000024922	Fbxo24	12
ENSRNOG00000024923	Nnat	3
ENSRNOG00000024924	Cep19	11
ENSRNOG00000024928	1700006A11Rikl	2
ENSRNOG00000024929	Nudcd1	7
ENSRNOG00000024930	Smim19	16
ENSRNOG00000024931	Ccdc88b	1
ENSRNOG00000024934	Npat	8
ENSRNOG00000024945	Dusp18	14
ENSRNOG00000024947	Fabp2	2
ENSRNOG00000024952	Atp8b1	18
ENSRNOG00000024954	Mgat5b	10
ENSRNOG00000024955	Scyl2	7
ENSRNOG00000024957	Dnali1	5
ENSRNOG00000024960	Smco1	11
ENSRNOG00000024961	Usp35	1
ENSRNOG00000024964	Nufip2	10
ENSRNOG00000024967	Uqcrb	7
ENSRNOG00000024972	Cox10	10
ENSRNOG00000024975	Atp8b3	7
ENSRNOG00000024986	Mmrn1	4
ENSRNOG00000024990	Ppp1r1c	3
ENSRNOG00000024998	Trps1	7
ENSRNOG00000025000	Cep104	5
ENSRNOG00000025001	Pcolce	12
ENSRNOG00000025005	Ccdc190	13
ENSRNOG00000025011	Chd8	15
ENSRNOG00000025012	Chat	16
ENSRNOG00000025023	Stat6	7
ENSRNOG00000025025	Dnttip2	2
ENSRNOG00000025028	Prkdc	11
ENSRNOG00000025030	Dffb	5
ENSRNOG00000025031	Teddm3	11
ENSRNOG00000025034	C5h1orf174	5
ENSRNOG00000025037	Ankk1	8
ENSRNOG00000025040	Gng10	5
ENSRNOG00000025042	Pde3a	4
ENSRNOG00000025049	Lrrc72	6
ENSRNOG00000025051	Tal1	5
ENSRNOG00000025052	Stard5	1
ENSRNOG00000025053	Lrp1	7
ENSRNOG00000025055	Zdhhc19	11
ENSRNOG00000025059	Nxph4	7
ENSRNOG00000025061	Spindoc	1
ENSRNOG00000025065	Airim	5
ENSRNOG00000025069	Ly9	13
ENSRNOG00000025071	Qrich1	8
ENSRNOG00000025074	Fgg	2
ENSRNOG00000025075	Relt	1
ENSRNOG00000025076	Ecpas	5
ENSRNOG00000025079	Hycc2	9
ENSRNOG00000025087	Krt73	7
ENSRNOG00000025088	Tmc3	1
ENSRNOG00000025094	Gpr183	15
ENSRNOG00000025100	Ikbke	13
ENSRNOG00000025108	Ankrd35	2
