old_id	lifted_id	method	symbol
ENSRNOG00000000901	ENSRNOG00000071267	symbol	CRCP
ENSRNOG00000000902	ENSRNOG00000000902	direct	HSPH1
ENSRNOG00000000903	ENSRNOG00000000903	direct	ASL
ENSRNOG00000000904	ENSRNOG00000000904	direct	WDR95
ENSRNOG00000000905	ENSRNOG00000000905	direct	TEX26
ENSRNOG00000000906	ENSRNOG00000000906	direct	MEDAG
ENSRNOG00000000907	ENSRNOG00000000907	direct	ALOX5AP
ENSRNOG00000000909	ENSRNOG00000000909	direct	USPL1
ENSRNOG00000000913	ENSRNOG00000000913	direct	GUSB
ENSRNOG00000000916	ENSRNOG00000047618	symbol	KATNAL1
ENSRNOG00000000917	ENSRNOG00000074054	symbol	NUPR2
ENSRNOG00000000918	ENSRNOG00000000918	direct	ZBED5
ENSRNOG00000000920	ENSRNOG00000000920	direct	PHKG1
ENSRNOG00000000921	ENSRNOG00000000921	direct	UBL3
ENSRNOG00000000922	ENSRNOG00000000922	direct	SUMF2
ENSRNOG00000000923	ENSRNOG00000000923	direct	CCT6A
ENSRNOG00000000924	ENSRNOG00000000924	direct	SLC7A1
ENSRNOG00000000925	ENSRNOG00000000925	direct	PSPH
ENSRNOG00000000926	ENSRNOG00000066020	symbol	MRPS17
ENSRNOG00000000931	ENSRNOG00000000931	direct	SFSWAP
ENSRNOG00000000934	ENSRNOG00000000934	direct	PIWIL1
ENSRNOG00000000936	ENSRNOG00000000936	direct	STX2
ENSRNOG00000000937	ENSRNOG00000000937	direct	SLC46A3
ENSRNOG00000000938	ENSRNOG00000000938	direct	RAN
ENSRNOG00000000940	ENSRNOG00000000940	direct	FLT1
ENSRNOG00000000942	ENSRNOG00000000942	direct	PAN3
ENSRNOG00000000943	NA	unmapped	AC136867.1
ENSRNOG00000000952	ENSRNOG00000000952	direct	GSX1
ENSRNOG00000000954	ENSRNOG00000000954	direct	POLR1D
ENSRNOG00000000955	ENSRNOG00000000955	direct	LNX2
ENSRNOG00000000956	ENSRNOG00000000956	direct	RASL11A
ENSRNOG00000000957	ENSRNOG00000000957	direct	RPL21
ENSRNOG00000000958	ENSRNOG00000000958	direct	AABR07055943.1
ENSRNOG00000000961	ENSRNOG00000000961	direct	GLT1D1
ENSRNOG00000000962	ENSRNOG00000000962	direct	SLC15A4
ENSRNOG00000000963	ENSRNOG00000000963	direct	TMEM132C
ENSRNOG00000000964	ENSRNOG00000000964	direct	FRG1L1
ENSRNOG00000000967	ENSRNOG00000000967	direct	AACS
ENSRNOG00000000968	ENSRNOG00000000968	direct	RNF6
ENSRNOG00000000969	ENSRNOG00000000969	direct	CYP3A18
ENSRNOG00000000973	ENSRNOG00000000973	direct	TEX45
ENSRNOG00000000974	ENSRNOG00000000974	direct	ZFP358
ENSRNOG00000000975	ENSRNOG00000000975	direct	MCOLN1
ENSRNOG00000000977	ENSRNOG00000000977	direct	PNPLA6
ENSRNOG00000000978	ENSRNOG00000000978	direct	AABR07035374.1
ENSRNOG00000000979	ENSRNOG00000063640	symbol	BRI3BP
ENSRNOG00000000981	ENSRNOG00000000981	direct	SCARB1
ENSRNOG00000000983	NA	unmapped	ZFP394
ENSRNOG00000000985	ENSRNOG00000000985	direct	CPSF4
ENSRNOG00000000986	ENSRNOG00000000986	direct	CAMSAP3
ENSRNOG00000000987	ENSRNOG00000000987	direct	PTCD1
ENSRNOG00000000988	ENSRNOG00000000988	direct	XAB2
ENSRNOG00000000989	ENSRNOG00000000989	direct	BUD31
ENSRNOG00000000990	ENSRNOG00000000990	direct	PDAP1
ENSRNOG00000000991	ENSRNOG00000000991	direct	ARPC1B
ENSRNOG00000000993	ENSRNOG00000000993	direct	PCP2
ENSRNOG00000000994	ENSRNOG00000000994	direct	STXBP2
ENSRNOG00000000996	ENSRNOG00000000996	direct	ARPC1A
ENSRNOG00000000999	ENSRNOG00000000999	direct	SMURF1
ENSRNOG00000001001	ENSRNOG00000001001	direct	RETN
ENSRNOG00000001003	ENSRNOG00000001003	direct	TRAPPC5
ENSRNOG00000001004	ENSRNOG00000001004	direct	NCOR2
ENSRNOG00000001005	ENSRNOG00000001005	direct	FCER2
ENSRNOG00000001006	ENSRNOG00000001006	direct	NPTX2
ENSRNOG00000001007	ENSRNOG00000001007	direct	BAIAP2L1
ENSRNOG00000001009	ENSRNOG00000001009	direct	BRI3
ENSRNOG00000001010	ENSRNOG00000001010	direct	TECPR1
ENSRNOG00000001011	ENSRNOG00000080603	symbol	RFLNA
ENSRNOG00000001017	ENSRNOG00000001017	direct	CD209
ENSRNOG00000001027	ENSRNOG00000001027	direct	LOC100363064
ENSRNOG00000001030	ENSRNOG00000001030	direct	TSC22D1
ENSRNOG00000001031	ENSRNOG00000001031	direct	OCM
ENSRNOG00000001032	ENSRNOG00000001032	direct	CCZ1B
ENSRNOG00000001033	ENSRNOG00000001033	direct	NUFIP1
ENSRNOG00000001034	ENSRNOG00000001034	direct	EVI5L
ENSRNOG00000001035	ENSRNOG00000001035	direct	GTF2H3
ENSRNOG00000001036	ENSRNOG00000001036	direct	RSPH10B
ENSRNOG00000001037	ENSRNOG00000001037	direct	GPALPP1
ENSRNOG00000001039	ENSRNOG00000001039	direct	EIF2B1
ENSRNOG00000001040	ENSRNOG00000001040	direct	PMS2
ENSRNOG00000001043	ENSRNOG00000001043	direct	DDX55
ENSRNOG00000001044	ENSRNOG00000001044	direct	AIMP2
ENSRNOG00000001047	ENSRNOG00000001047	direct	MAP2K7
ENSRNOG00000001048	ENSRNOG00000001048	direct	ANKRD61
ENSRNOG00000001049	ENSRNOG00000001049	direct	TPT1
ENSRNOG00000001050	ENSRNOG00000001050	direct	EIF2AK1
ENSRNOG00000001052	ENSRNOG00000001052	direct	SLC25A30
ENSRNOG00000001053	ENSRNOG00000001053	direct	TMED2
ENSRNOG00000001055	ENSRNOG00000001055	direct	RILPL1
ENSRNOG00000001056	ENSRNOG00000001056	direct	SNAPC2
ENSRNOG00000001057	ENSRNOG00000073687	symbol	CTXN1
ENSRNOG00000001058	ENSRNOG00000001058	direct	TIMM44
ENSRNOG00000001059	ENSRNOG00000001059	direct	USP42
ENSRNOG00000001060	ENSRNOG00000001060	direct	SNRNP35
ENSRNOG00000001061	ENSRNOG00000001061	direct	RILPL2
ENSRNOG00000001062	ENSRNOG00000064318	symbol	KMT5A
ENSRNOG00000001064	ENSRNOG00000001064	direct	SBNO1
ENSRNOG00000001065	ENSRNOG00000001065	direct	CYTH3
ENSRNOG00000001066	ENSRNOG00000001066	direct	ITIH2
ENSRNOG00000001068	ENSRNOG00000001068	direct	RAC1
ENSRNOG00000001069	ENSRNOG00000001069	direct	ELAVL1
ENSRNOG00000001070	ENSRNOG00000001070	direct	CDK2AP1
ENSRNOG00000001071	ENSRNOG00000001071	direct	HIGD2AL1
ENSRNOG00000001072	ENSRNOG00000001072	direct	CERS4
ENSRNOG00000001073	ENSRNOG00000001073	direct	MTRFR
ENSRNOG00000001074	ENSRNOG00000001074	direct	MPHOSPH9
ENSRNOG00000001079	ENSRNOG00000001079	direct	DAGLB
ENSRNOG00000001080	ENSRNOG00000001080	direct	ARL6IP4
ENSRNOG00000001081	ENSRNOG00000001081	direct	OGFOD2
ENSRNOG00000001082	ENSRNOG00000001082	direct	ABCB9
ENSRNOG00000001083	ENSRNOG00000001083	direct	KDELR2
ENSRNOG00000001086	ENSRNOG00000001086	direct	VPS37B
ENSRNOG00000001088	ENSRNOG00000001088	direct	RFC3
ENSRNOG00000001090	ENSRNOG00000001090	direct	STARD13
ENSRNOG00000001091	ENSRNOG00000001091	direct	HIP1R
ENSRNOG00000001092	ENSRNOG00000001092	direct	KL
ENSRNOG00000001094	ENSRNOG00000001094	direct	ZFP316
ENSRNOG00000001098	ENSRNOG00000001098	direct	PDS5B
ENSRNOG00000001099	ENSRNOG00000001099	direct	RBAK
ENSRNOG00000001101	ENSRNOG00000001101	direct	RNF216
ENSRNOG00000001103	ENSRNOG00000001103	direct	SDK1
ENSRNOG00000001104	ENSRNOG00000001104	direct	FOXK1
ENSRNOG00000001106	ENSRNOG00000001106	direct	DENR
ENSRNOG00000001107	NA	unmapped	AABR07035428.1
ENSRNOG00000001108	ENSRNOG00000001108	direct	N4BP2L2
ENSRNOG00000001111	ENSRNOG00000001111	direct	BRCA2
ENSRNOG00000001113	ENSRNOG00000001113	direct	MMD2
ENSRNOG00000001114	ENSRNOG00000001114	direct	WIPI2
ENSRNOG00000001115	ENSRNOG00000001115	direct	SLC29A4
ENSRNOG00000001117	ENSRNOG00000001117	direct	FBXL18
ENSRNOG00000001120	ENSRNOG00000001120	direct	MED13L
ENSRNOG00000001123	ENSRNOG00000001123	direct	SPRING1
ENSRNOG00000001124	ENSRNOG00000001124	direct	RNFT2
ENSRNOG00000001126	ENSRNOG00000001126	direct	FBXW8
ENSRNOG00000001128	ENSRNOG00000001128	direct	TESC
ENSRNOG00000001129	ENSRNOG00000001129	direct	FBXO21
ENSRNOG00000001130	ENSRNOG00000001130	direct	NOS1
ENSRNOG00000001134	ENSRNOG00000001134	direct	RFC5
ENSRNOG00000001135	ENSRNOG00000001135	direct	WSB2
ENSRNOG00000001136	ENSRNOG00000001136	direct	PEBP1
ENSRNOG00000001138	ENSRNOG00000001138	direct	TAOK3
ENSRNOG00000001139	ENSRNOG00000001139	direct	SUDS3
ENSRNOG00000001141	ENSRNOG00000001141	direct	SRRM4
ENSRNOG00000001142	ENSRNOG00000001142	direct	PRKAB1
ENSRNOG00000001143	ENSRNOG00000001143	direct	CIT
ENSRNOG00000001148	ENSRNOG00000001148	direct	RPLP0
ENSRNOG00000001149	ENSRNOG00000001149	direct	PXN
ENSRNOG00000001151	ENSRNOG00000001151	direct	SIRT4
ENSRNOG00000001152	ENSRNOG00000001152	direct	GLP1R
ENSRNOG00000001153	ENSRNOG00000001153	direct	PLA2G1B
ENSRNOG00000001156	ENSRNOG00000001156	direct	MSI1
ENSRNOG00000001157	ENSRNOG00000001157	direct	UMODL1
ENSRNOG00000001158	ENSRNOG00000001158	direct	ABCG1
ENSRNOG00000001159	ENSRNOG00000001159	direct	TFF3
ENSRNOG00000001160	ENSRNOG00000001160	direct	TRIAP1
ENSRNOG00000001161	ENSRNOG00000045621	symbol	GATC
ENSRNOG00000001162	ENSRNOG00000001162	direct	TFF2
ENSRNOG00000001163	ENSRNOG00000001163	direct	SRSF9
ENSRNOG00000001164	ENSRNOG00000001164	direct	TFF1
ENSRNOG00000001165	ENSRNOG00000001165	direct	TMPRSS3
ENSRNOG00000001167	ENSRNOG00000001167	direct	UBASH3A
ENSRNOG00000001169	ENSRNOG00000001169	direct	SLC37A1
ENSRNOG00000001170	ENSRNOG00000001170	direct	COX6A1
ENSRNOG00000001171	ENSRNOG00000001171	direct	COQ5
ENSRNOG00000001172	ENSRNOG00000001172	direct	RNF10
ENSRNOG00000001173	ENSRNOG00000001173	direct	CABP1
ENSRNOG00000001174	ENSRNOG00000001174	direct	PDE9A
ENSRNOG00000001177	ENSRNOG00000001177	direct	ACADS
ENSRNOG00000001178	ENSRNOG00000001178	direct	SPPL3
ENSRNOG00000001181	ENSRNOG00000001181	direct	WDR4
ENSRNOG00000001182	ENSRNOG00000001182	direct	NDUFV3
ENSRNOG00000001183	ENSRNOG00000001183	direct	HNF1A
ENSRNOG00000001184	ENSRNOG00000001184	direct	PKNOX1
ENSRNOG00000001185	ENSRNOG00000001185	direct	RGD1311899
ENSRNOG00000001187	ENSRNOG00000001187	direct	OASL
ENSRNOG00000001189	ENSRNOG00000001189	direct	SIK1
ENSRNOG00000001190	ENSRNOG00000001190	direct	GIT2
ENSRNOG00000001191	ENSRNOG00000001191	direct	TCHP
ENSRNOG00000001192	ENSRNOG00000001192	direct	GLTP
ENSRNOG00000001193	ENSRNOG00000001193	direct	HSF2BP
ENSRNOG00000001194	ENSRNOG00000001194	direct	RRP1B
ENSRNOG00000001195	ENSRNOG00000001195	direct	TRPV4
ENSRNOG00000001198	ENSRNOG00000001198	direct	FAM222A
ENSRNOG00000001199	ENSRNOG00000001199	direct	POP5
ENSRNOG00000001201	ENSRNOG00000001201	direct	CSTB
ENSRNOG00000001203	ENSRNOG00000001203	direct	RRP1
ENSRNOG00000001204	ENSRNOG00000001204	direct	ANKRD13A
ENSRNOG00000001205	ENSRNOG00000001205	direct	AGPAT3
ENSRNOG00000001210	ENSRNOG00000001210	direct	PWP2
ENSRNOG00000001211	ENSRNOG00000001211	direct	GATD3A
ENSRNOG00000001212	ENSRNOG00000001212	direct	DNMT3L
ENSRNOG00000001213	ENSRNOG00000001213	direct	AIRE
ENSRNOG00000001214	ENSRNOG00000001214	direct	PFKL
ENSRNOG00000001215	ENSRNOG00000001215	direct	CFAP410
ENSRNOG00000001216	ENSRNOG00000001216	direct	TRPM2
ENSRNOG00000001217	ENSRNOG00000001217	direct	LRRC3
ENSRNOG00000001218	ENSRNOG00000001218	direct	AABR07044583.1
ENSRNOG00000001219	ENSRNOG00000001219	direct	TSPEAR
ENSRNOG00000001220	NA	unmapped	LOC100361664
ENSRNOG00000001222	ENSRNOG00000001222	direct	UBE2G2
ENSRNOG00000001223	ENSRNOG00000001223	direct	PTTG1IP
ENSRNOG00000001224	ENSRNOG00000001224	direct	ITGB2
ENSRNOG00000001225	ENSRNOG00000001225	direct	SLX9
ENSRNOG00000001226	ENSRNOG00000001226	direct	AABR07044593.1
ENSRNOG00000001227	ENSRNOG00000001227	direct	ADARB1
ENSRNOG00000001228	ENSRNOG00000001228	direct	POFUT2
ENSRNOG00000001229	ENSRNOG00000001229	direct	COL18A1
ENSRNOG00000001232	ENSRNOG00000001232	direct	SLC19A1
ENSRNOG00000001235	ENSRNOG00000001235	direct	GNA12
ENSRNOG00000001236	ENSRNOG00000001236	direct	BRAT1
ENSRNOG00000001237	ENSRNOG00000001237	direct	CABIN1
ENSRNOG00000001238	ENSRNOG00000001238	direct	RSRC2
ENSRNOG00000001239	NA	unmapped	DDT
ENSRNOG00000001241	ENSRNOG00000001241	direct	IQCE
ENSRNOG00000001242	ENSRNOG00000001242	direct	GSTT3
ENSRNOG00000001243	ENSRNOG00000001243	direct	ZCCHC8
ENSRNOG00000001245	ENSRNOG00000001245	direct	PCBP3
ENSRNOG00000001247	ENSRNOG00000001247	direct	CLIP1
ENSRNOG00000001249	ENSRNOG00000001249	direct	COL6A1
ENSRNOG00000001250	ENSRNOG00000001250	direct	LFNG
ENSRNOG00000001251	ENSRNOG00000001251	direct	GRIFIN
ENSRNOG00000001252	ENSRNOG00000001252	direct	CHST12
ENSRNOG00000001253	ENSRNOG00000001253	direct	EIF3B
ENSRNOG00000001254	ENSRNOG00000001254	direct	COL6A2
ENSRNOG00000001255	ENSRNOG00000001255	direct	MLXIP
ENSRNOG00000001256	ENSRNOG00000001256	direct	ATXN2
ENSRNOG00000001258	ENSRNOG00000001258	direct	SNX8
ENSRNOG00000001259	ENSRNOG00000001259	direct	CUX2
ENSRNOG00000001260	ENSRNOG00000001260	direct	NUDT1
ENSRNOG00000001261	ENSRNOG00000001261	direct	FTCD
ENSRNOG00000001262	NA	unmapped	SPATC1L
ENSRNOG00000001265	ENSRNOG00000001265	direct	MAD1L1
ENSRNOG00000001269	ENSRNOG00000001269	direct	PPP1CC
ENSRNOG00000001270	ENSRNOG00000001270	direct	HVCN1
ENSRNOG00000001271	ENSRNOG00000001271	direct	CARD6
ENSRNOG00000001272	ENSRNOG00000001272	direct	MCM3AP
ENSRNOG00000001273	ENSRNOG00000001273	direct	PSMG3
ENSRNOG00000001274	ENSRNOG00000001274	direct	VPS29
ENSRNOG00000001275	ENSRNOG00000001275	direct	TMEM184A
ENSRNOG00000001276	ENSRNOG00000001276	direct	PCNT
ENSRNOG00000001277	ENSRNOG00000065794	symbol	MAFK
ENSRNOG00000001278	ENSRNOG00000001278	direct	GPN3
ENSRNOG00000001283	ENSRNOG00000001283	direct	ANAPC7
ENSRNOG00000001284	ENSRNOG00000001284	direct	UNCX
ENSRNOG00000001285	ENSRNOG00000001285	direct	ATP2A2
ENSRNOG00000001287	ENSRNOG00000001287	direct	GPER1
ENSRNOG00000001288	ENSRNOG00000001288	direct	GPR146
ENSRNOG00000001289	ENSRNOG00000001289	direct	LOC498154
ENSRNOG00000001293	NA	unmapped	GET4
ENSRNOG00000001294	ENSRNOG00000001294	direct	IFT81
ENSRNOG00000001295	ENSRNOG00000001295	direct	S100B
ENSRNOG00000001296	ENSRNOG00000001296	direct	P2RX7
ENSRNOG00000001297	ENSRNOG00000001297	direct	PRMT2
ENSRNOG00000001298	ENSRNOG00000001298	direct	SLC5A4B
ENSRNOG00000001299	ENSRNOG00000001299	direct	SUN1
ENSRNOG00000001300	ENSRNOG00000001300	direct	P2RX4
ENSRNOG00000001302	ENSRNOG00000001302	direct	ADORA2A
ENSRNOG00000001303	ENSRNOG00000001303	direct	SPECC1L
ENSRNOG00000001304	ENSRNOG00000001304	direct	BCR
ENSRNOG00000001309	ENSRNOG00000001309	direct	CAMKK2
ENSRNOG00000001311	ENSRNOG00000001311	direct	RAB36
ENSRNOG00000001312	ENSRNOG00000001312	direct	PDGFA
ENSRNOG00000001313	ENSRNOG00000001313	direct	GNAZ
ENSRNOG00000001314	ENSRNOG00000001314	direct	FAM20C
ENSRNOG00000001315	ENSRNOG00000001315	direct	RSPH14
ENSRNOG00000001316	ENSRNOG00000001316	direct	ANAPC5
ENSRNOG00000001317	ENSRNOG00000001317	direct	ZFP68
ENSRNOG00000001323	ENSRNOG00000001323	direct	ZFP157
ENSRNOG00000001324	ENSRNOG00000001324	direct	ASMT
ENSRNOG00000001325	ENSRNOG00000001325	direct	IL3RA
ENSRNOG00000001329	ENSRNOG00000001329	direct	GJC3
ENSRNOG00000001331	ENSRNOG00000001331	direct	RNF34
ENSRNOG00000001333	ENSRNOG00000001333	direct	AZGP1
ENSRNOG00000001335	ENSRNOG00000001335	direct	ZKSCAN1
ENSRNOG00000001336	ENSRNOG00000001336	direct	ORAI1
ENSRNOG00000001337	ENSRNOG00000001337	direct	SETD1B
ENSRNOG00000001338	ENSRNOG00000001338	direct	HPD
ENSRNOG00000001339	ENSRNOG00000077689	symbol	PSMD9
ENSRNOG00000001341	ENSRNOG00000063927	symbol	ZFP113
ENSRNOG00000001342	ENSRNOG00000001342	direct	CFAP251
ENSRNOG00000001344	ENSRNOG00000073701	symbol	ALDH2
ENSRNOG00000001345	ENSRNOG00000001345	direct	MAPKAPK5
ENSRNOG00000001346	ENSRNOG00000001346	direct	COPS6
ENSRNOG00000001347	ENSRNOG00000001347	direct	ADAM1A
ENSRNOG00000001348	ENSRNOG00000001348	direct	ERP29
ENSRNOG00000001349	ENSRNOG00000001349	direct	MCM7
ENSRNOG00000001350	ENSRNOG00000001350	direct	NAA25
ENSRNOG00000001351	ENSRNOG00000001351	direct	TRAFD1
ENSRNOG00000001352	ENSRNOG00000001352	direct	HECTD4
ENSRNOG00000001353	ENSRNOG00000001353	direct	AP4M1
ENSRNOG00000001355	ENSRNOG00000001355	direct	TAF6
ENSRNOG00000001357	ENSRNOG00000082402	symbol	MBLAC1
ENSRNOG00000001360	ENSRNOG00000001360	direct	STAG3
ENSRNOG00000001367	ENSRNOG00000001367	direct	GPC2
ENSRNOG00000001368	ENSRNOG00000001368	direct	RPH3A
ENSRNOG00000001369	ENSRNOG00000001369	direct	OAS1A
ENSRNOG00000001374	ENSRNOG00000001374	direct	RASAL1
ENSRNOG00000001375	ENSRNOG00000001375	direct	GAL3ST4
ENSRNOG00000001376	ENSRNOG00000001376	direct	METTL7A
ENSRNOG00000001377	ENSRNOG00000001377	direct	DDX54
ENSRNOG00000001378	ENSRNOG00000001377	symbol	IQCD
ENSRNOG00000001379	ENSRNOG00000001379	direct	CYP3A62
ENSRNOG00000001383	ENSRNOG00000001383	direct	SLC8B1
ENSRNOG00000001385	ENSRNOG00000001385	direct	PLBD2
ENSRNOG00000001387	ENSRNOG00000001387	direct	MEPCE
ENSRNOG00000001388	ENSRNOG00000001388	direct	SDS
ENSRNOG00000001389	ENSRNOG00000001389	direct	IRS3
ENSRNOG00000001391	ENSRNOG00000001391	direct	SDSL
ENSRNOG00000001392	ENSRNOG00000001392	direct	LHX5
ENSRNOG00000001396	ENSRNOG00000001396	direct	MOSPD3
ENSRNOG00000001397	ENSRNOG00000001397	direct	RBM19
ENSRNOG00000001399	ENSRNOG00000001399	direct	TBX5
ENSRNOG00000001402	ENSRNOG00000001402	direct	LRCH4
ENSRNOG00000001404	ENSRNOG00000001404	direct	AGFG2
ENSRNOG00000001407	ENSRNOG00000001407	direct	TFR2
ENSRNOG00000001408	ENSRNOG00000001408	direct	ACTL6B
ENSRNOG00000001409	ENSRNOG00000001409	direct	GNB2
ENSRNOG00000001410	ENSRNOG00000001410	direct	GIGYF1
ENSRNOG00000001412	ENSRNOG00000001412	direct	EPO
ENSRNOG00000001414	ENSRNOG00000001414	direct	SERPINE1
ENSRNOG00000001415	ENSRNOG00000001415	direct	AP1S1
ENSRNOG00000001416	ENSRNOG00000001416	direct	VGF
ENSRNOG00000001417	ENSRNOG00000001417	direct	PLOD3
ENSRNOG00000001418	ENSRNOG00000001418	direct	ZNHIT1
ENSRNOG00000001419	ENSRNOG00000001419	direct	CLDN15
ENSRNOG00000001420	ENSRNOG00000001420	direct	FIS1
ENSRNOG00000001422	ENSRNOG00000001422	direct	COL26A1
ENSRNOG00000001424	ENSRNOG00000001424	direct	CUX1
ENSRNOG00000001425	ENSRNOG00000001425	direct	SH2B2
ENSRNOG00000001426	ENSRNOG00000063308	symbol	PRKRIP1
ENSRNOG00000001427	ENSRNOG00000001427	direct	ORAI2
ENSRNOG00000001428	ENSRNOG00000001428	direct	ALKBH4
ENSRNOG00000001429	ENSRNOG00000001429	direct	LRWD1
ENSRNOG00000001430	ENSRNOG00000001430	direct	POLR2J
ENSRNOG00000001431	ENSRNOG00000001431	direct	RASA4
ENSRNOG00000001432	ENSRNOG00000001432	direct	DTX2
ENSRNOG00000001434	ENSRNOG00000001434	direct	ZP3
ENSRNOG00000001435	ENSRNOG00000001435	direct	SSC4D
ENSRNOG00000001436	ENSRNOG00000001436	direct	YWHAG
ENSRNOG00000001439	ENSRNOG00000001439	direct	SRRM3
ENSRNOG00000001440	ENSRNOG00000001440	direct	MDH2
ENSRNOG00000001441	ENSRNOG00000001441	direct	TMEM120A
ENSRNOG00000001442	ENSRNOG00000001442	direct	POR
ENSRNOG00000001443	ENSRNOG00000001443	direct	RHBDD2
ENSRNOG00000001444	NA	unmapped	CCL26
ENSRNOG00000001448	ENSRNOG00000001448	direct	HIP1
ENSRNOG00000001449	ENSRNOG00000001449	direct	POM121
ENSRNOG00000001450	ENSRNOG00000001450	direct	NSUN5
ENSRNOG00000001451	ENSRNOG00000001451	direct	FKBP6
ENSRNOG00000001452	ENSRNOG00000001452	direct	FZD9
ENSRNOG00000001453	ENSRNOG00000001453	direct	BAZ1B
ENSRNOG00000001454	ENSRNOG00000001454	direct	EIF4H
ENSRNOG00000001455	ENSRNOG00000001455	direct	KIF13A
ENSRNOG00000001456	ENSRNOG00000001456	direct	NUP153
ENSRNOG00000001457	ENSRNOG00000001457	direct	RFC2
ENSRNOG00000001465	ENSRNOG00000001465	direct	IDS
ENSRNOG00000001466	ENSRNOG00000001466	direct	LOC100361492
ENSRNOG00000001469	ENSRNOG00000001469	direct	ELN
ENSRNOG00000001470	ENSRNOG00000001470	direct	LIMK1
ENSRNOG00000001474	ENSRNOG00000001474	direct	TMEM270
ENSRNOG00000001476	ENSRNOG00000001476	direct	CLDN4
ENSRNOG00000001478	ENSRNOG00000001478	direct	GTF2IRD1
ENSRNOG00000001479	ENSRNOG00000001479	direct	GTF2I
ENSRNOG00000001480	ENSRNOG00000001480	direct	NCF1
ENSRNOG00000001482	ENSRNOG00000001482	direct	GTF2IRD2
ENSRNOG00000001483	ENSRNOG00000001483	direct	RCC1L
ENSRNOG00000001484	ENSRNOG00000067286	symbol	CASTOR2
ENSRNOG00000001488	ENSRNOG00000001488	direct	PSMB1
ENSRNOG00000001489	ENSRNOG00000001489	direct	TBP
ENSRNOG00000001490	ENSRNOG00000001490	direct	PDCD2
ENSRNOG00000001492	ENSRNOG00000001492	direct	SLC8A2
ENSRNOG00000001493	ENSRNOG00000085682	symbol	KPTN
ENSRNOG00000001494	ENSRNOG00000001494	direct	NAPA
ENSRNOG00000001499	ENSRNOG00000001499	direct	MIA
ENSRNOG00000001500	ENSRNOG00000001500	direct	RAB4B
ENSRNOG00000001501	ENSRNOG00000001501	direct	SNRPA
ENSRNOG00000001506	ENSRNOG00000001506	direct	TMEM35A
ENSRNOG00000001510	ENSRNOG00000001510	direct	AC120066.1
ENSRNOG00000001512	NA	unmapped	RGD1559534
ENSRNOG00000001514	ENSRNOG00000001514	direct	CDCA7
ENSRNOG00000001515	ENSRNOG00000001515	direct	MAP3K20
ENSRNOG00000001516	ENSRNOG00000001516	direct	RAPGEF4
ENSRNOG00000001517	ENSRNOG00000001517	direct	PDK1
ENSRNOG00000001518	ENSRNOG00000001518	direct	ITGA6
ENSRNOG00000001519	ENSRNOG00000001519	direct	DLX2
ENSRNOG00000001520	ENSRNOG00000001520	direct	DLX1
ENSRNOG00000001524	ENSRNOG00000001524	direct	HAT1
ENSRNOG00000001525	ENSRNOG00000001525	direct	IGSF11
ENSRNOG00000001527	ENSRNOG00000001527	direct	CD80
ENSRNOG00000001528	ENSRNOG00000001528	direct	GAP43
ENSRNOG00000001531	ENSRNOG00000070799	symbol	CHAC2
ENSRNOG00000001544	ENSRNOG00000001544	direct	CYYR1
ENSRNOG00000001547	ENSRNOG00000001547	direct	AGPS
ENSRNOG00000001548	ENSRNOG00000001548	direct	NFE2L2
ENSRNOG00000001551	ENSRNOG00000001551	direct	ATP5PF
ENSRNOG00000001554	ENSRNOG00000001554	direct	RGD1563888
ENSRNOG00000001555	ENSRNOG00000001555	direct	BTG3
ENSRNOG00000001557	ENSRNOG00000001557	direct	CXADR
ENSRNOG00000001559	ENSRNOG00000001559	direct	MTX2
ENSRNOG00000001566	ENSRNOG00000001566	direct	AABR07033579.1
ENSRNOG00000001567	ENSRNOG00000001567	direct	KRTAP14
ENSRNOG00000001570	ENSRNOG00000001570	direct	LOC100363136
ENSRNOG00000001571	ENSRNOG00000080263	symbol	CLDN8
ENSRNOG00000001572	ENSRNOG00000001572	direct	HOXD1
ENSRNOG00000001573	ENSRNOG00000001573	direct	USP25
ENSRNOG00000001575	ENSRNOG00000001575	direct	GRIK1
ENSRNOG00000001577	ENSRNOG00000001577	direct	HOXD3
ENSRNOG00000001578	ENSRNOG00000001578	direct	HOXD4
ENSRNOG00000001580	ENSRNOG00000001580	direct	HOXD9
ENSRNOG00000001581	ENSRNOG00000001581	direct	HOXD10
ENSRNOG00000001582	ENSRNOG00000001582	direct	BACH1
ENSRNOG00000001584	ENSRNOG00000001584	direct	MAP3K7CL
ENSRNOG00000001585	ENSRNOG00000001585	direct	NRIP1
ENSRNOG00000001587	ENSRNOG00000001587	direct	HOXD12
ENSRNOG00000001588	ENSRNOG00000001588	direct	HOXD13
ENSRNOG00000001589	ENSRNOG00000001589	direct	EVX2
ENSRNOG00000001592	ENSRNOG00000001592	direct	CCT8
ENSRNOG00000001593	ENSRNOG00000001593	direct	LNPK
ENSRNOG00000001596	ENSRNOG00000001596	direct	ATP5MC3
ENSRNOG00000001597	ENSRNOG00000001597	direct	ATF2
ENSRNOG00000001598	ENSRNOG00000001598	direct	USP16
ENSRNOG00000001599	ENSRNOG00000001599	direct	RWDD2B
ENSRNOG00000001601	NA	unmapped	AABR07034008.1
ENSRNOG00000001602	ENSRNOG00000001602	direct	LTN1
ENSRNOG00000001603	ENSRNOG00000001603	direct	N6AMT1
