feature_ID	symbol	biotype
ENSRNOG00000001250	Lfng	protein_coding
ENSRNOG00000001251	Grifin	protein_coding
ENSRNOG00000001252	Chst12	protein_coding
ENSRNOG00000001253	Eif3b	protein_coding
ENSRNOG00000001254	Col6a2	protein_coding
ENSRNOG00000001255	Mlxip	protein_coding
ENSRNOG00000001256	Atxn2	protein_coding
ENSRNOG00000001258	Snx8	protein_coding
ENSRNOG00000001259	Cux2	protein_coding
ENSRNOG00000001260	Nudt1	protein_coding
ENSRNOG00000001261	Ftcd	protein_coding
ENSRNOG00000001265	Mad1l1	protein_coding
ENSRNOG00000001269	Ppp1cc	protein_coding
ENSRNOG00000001270	Hvcn1	protein_coding
ENSRNOG00000001271	Card6	protein_coding
ENSRNOG00000001272	Mcm3ap	protein_coding
ENSRNOG00000001273	Psmg3	protein_coding
ENSRNOG00000001274	Vps29	protein_coding
ENSRNOG00000001275	Tmem184a	protein_coding
ENSRNOG00000001276	Pcnt	protein_coding
ENSRNOG00000001278	Gpn3	protein_coding
ENSRNOG00000001283	Anapc7	protein_coding
ENSRNOG00000001284	Uncx	protein_coding
ENSRNOG00000001285	Atp2a2	protein_coding
ENSRNOG00000001287	Gper1	protein_coding
ENSRNOG00000001288	Gpr146	protein_coding
ENSRNOG00000001289	C12h7orf50	protein_coding
ENSRNOG00000001294	Ift81	protein_coding
ENSRNOG00000001295	S100b	protein_coding
ENSRNOG00000001296	P2rx7	protein_coding
ENSRNOG00000001297	Prmt2	protein_coding
ENSRNOG00000001298	Slc5a4b	protein_coding
ENSRNOG00000001299	Sun1	protein_coding
ENSRNOG00000001300	P2rx4	protein_coding
ENSRNOG00000001302	Adora2a	protein_coding
ENSRNOG00000001303	Specc1l	protein_coding
ENSRNOG00000001304	Bcr	protein_coding
ENSRNOG00000001309	Camkk2	protein_coding
ENSRNOG00000001311	Rab36	protein_coding
ENSRNOG00000001312	Pdgfa	protein_coding
ENSRNOG00000001313	Gnaz	protein_coding
ENSRNOG00000001314	Fam20c	protein_coding
ENSRNOG00000001315	Rsph14	protein_coding
ENSRNOG00000001316	Anapc5	protein_coding
ENSRNOG00000001317	Zfp68	protein_coding
ENSRNOG00000001323	Zfp157	protein_coding
ENSRNOG00000001324	Asmt	protein_coding
ENSRNOG00000001325	Il3ra	protein_coding
ENSRNOG00000001329	Gjc3	protein_coding
ENSRNOG00000001331	Rnf34	protein_coding
ENSRNOG00000001333	Azgp1	protein_coding
ENSRNOG00000001335	Zkscan1	protein_coding
ENSRNOG00000001336	Orai1	protein_coding
ENSRNOG00000001337	Setd1b	protein_coding
ENSRNOG00000001338	Hpd	protein_coding
ENSRNOG00000001342	Cfap251	protein_coding
ENSRNOG00000001345	Mapkapk5	protein_coding
ENSRNOG00000001346	Cops6	protein_coding
ENSRNOG00000001347	Adam1a	protein_coding
ENSRNOG00000001348	Erp29	protein_coding
ENSRNOG00000001349	Mcm7	protein_coding
ENSRNOG00000001350	Naa25	protein_coding
ENSRNOG00000001351	Trafd1	protein_coding
ENSRNOG00000001352	Hectd4	protein_coding
ENSRNOG00000001353	Ap4m1	protein_coding
ENSRNOG00000001355	Taf6	protein_coding
ENSRNOG00000001360	Stag3	protein_coding
ENSRNOG00000001367	Gpc2	protein_coding
ENSRNOG00000001368	Rph3a	protein_coding
ENSRNOG00000001369	Oas1a	protein_coding
ENSRNOG00000001374	Rasal1	protein_coding
ENSRNOG00000001375	Gal3st4	protein_coding
ENSRNOG00000001376	Tmt1a	protein_coding
ENSRNOG00000001377	Iqcd	protein_coding
ENSRNOG00000001379	Cyp3a62	protein_coding
ENSRNOG00000001383	Slc8b1	protein_coding
ENSRNOG00000001385	Plbd2	protein_coding
ENSRNOG00000001387	Mepce	protein_coding
ENSRNOG00000001388	Sds	protein_coding
ENSRNOG00000001389	Irs3	protein_coding
ENSRNOG00000001391	Sdsl	protein_coding
ENSRNOG00000001392	Lhx5	protein_coding
ENSRNOG00000001396	Mospd3	protein_coding
ENSRNOG00000001397	Rbm19	protein_coding
ENSRNOG00000001399	Tbx5	protein_coding
ENSRNOG00000001402	Lrch4	protein_coding
ENSRNOG00000001404	Agfg2	protein_coding
ENSRNOG00000001407	Tfr2	protein_coding
ENSRNOG00000001408	Actl6b	protein_coding
ENSRNOG00000001409	Gnb2	protein_coding
ENSRNOG00000001410	Gigyf1	protein_coding
ENSRNOG00000001412	Epo	protein_coding
ENSRNOG00000001414	Serpine1	protein_coding
ENSRNOG00000001415	Ap1s1	protein_coding
ENSRNOG00000001416	Vgf	protein_coding
ENSRNOG00000001417	Plod3	protein_coding
ENSRNOG00000001418	Znhit1	protein_coding
ENSRNOG00000001419	Cldn15	protein_coding
ENSRNOG00000001420	Fis1	protein_coding
ENSRNOG00000001422	Col26a1	protein_coding
ENSRNOG00000001424	Cux1	protein_coding
ENSRNOG00000001425	Sh2b2	protein_coding
ENSRNOG00000001427	Orai2	protein_coding
ENSRNOG00000001428	Alkbh4	protein_coding
ENSRNOG00000001429	Lrwd1	protein_coding
ENSRNOG00000001430	Polr2j	protein_coding
ENSRNOG00000001431	Rasa4	protein_coding
ENSRNOG00000001432	Dtx2	protein_coding
ENSRNOG00000001434	Zp3	protein_coding
ENSRNOG00000001435	Ssc4d	protein_coding
ENSRNOG00000001436	Ywhag	protein_coding
ENSRNOG00000001439	Srrm3	protein_coding
ENSRNOG00000001440	Mdh2	protein_coding
ENSRNOG00000001441	Tmem120a	protein_coding
ENSRNOG00000001442	Por	protein_coding
ENSRNOG00000001443	Rhbdd2	protein_coding
ENSRNOG00000001448	Hip1	protein_coding
ENSRNOG00000001449	Pom121	protein_coding
ENSRNOG00000001450	Nsun5	protein_coding
ENSRNOG00000001451	Fkbp6	protein_coding
ENSRNOG00000001452	Fzd9	protein_coding
ENSRNOG00000001453	Baz1b	protein_coding
ENSRNOG00000001454	Eif4h	protein_coding
ENSRNOG00000001455	Kif13a	protein_coding
ENSRNOG00000001456	Nup153	protein_coding
ENSRNOG00000001457	Rfc2	protein_coding
ENSRNOG00000001465	Ids	protein_coding
ENSRNOG00000001466	Cyp2c55	protein_coding
ENSRNOG00000001469	Eln	protein_coding
ENSRNOG00000001470	Limk1	protein_coding
ENSRNOG00000001474	Tmem270	protein_coding
ENSRNOG00000001476	Cldn4	protein_coding
ENSRNOG00000001478	Gtf2ird1	protein_coding
ENSRNOG00000001479	Gtf2i	protein_coding
ENSRNOG00000001480	Ncf1	protein_coding
ENSRNOG00000001482	Gtf2ird2	protein_coding
ENSRNOG00000001483	Rcc1l	protein_coding
ENSRNOG00000001488	Psmb1	protein_coding
ENSRNOG00000001489	Tbp	protein_coding
ENSRNOG00000001490	Pdcd2	protein_coding
ENSRNOG00000001492	Slc8a2	protein_coding
ENSRNOG00000001494	Napa	protein_coding
ENSRNOG00000001499	Mia	protein_coding
ENSRNOG00000001500	Rab4b	protein_coding
ENSRNOG00000001501	Snrpa	protein_coding
ENSRNOG00000001506	Tmem35a	protein_coding
ENSRNOG00000001514	Cdca7	protein_coding
ENSRNOG00000001515	Map3k20	protein_coding
ENSRNOG00000001516	Rapgef4	protein_coding
ENSRNOG00000001517	Pdk1	protein_coding
ENSRNOG00000001518	Itga6	protein_coding
ENSRNOG00000001519	Dlx2	protein_coding
ENSRNOG00000001520	Dlx1	protein_coding
ENSRNOG00000001524	Hat1	protein_coding
ENSRNOG00000001525	Igsf11	protein_coding
ENSRNOG00000001527	Cd80	protein_coding
ENSRNOG00000001528	Gap43	protein_coding
ENSRNOG00000001544	Cyyr1	protein_coding
ENSRNOG00000001547	Agps	protein_coding
ENSRNOG00000001548	Nfe2l2	protein_coding
ENSRNOG00000001551	Atp5pf	protein_coding
ENSRNOG00000001554	C11h21orf91	protein_coding
ENSRNOG00000001555	Btg3	protein_coding
ENSRNOG00000001557	Cxadr	protein_coding
ENSRNOG00000001559	Mtx2	protein_coding
ENSRNOG00000001567	Krtap14	protein_coding
ENSRNOG00000001570	Krtap13-1l1	protein_coding
ENSRNOG00000001572	Hoxd1	protein_coding
ENSRNOG00000001573	Usp25	protein_coding
ENSRNOG00000001575	Grik1	protein_coding
ENSRNOG00000001577	Hoxd3	protein_coding
ENSRNOG00000001578	Hoxd4	protein_coding
ENSRNOG00000001580	Hoxd9	protein_coding
ENSRNOG00000001581	Hoxd10	protein_coding
ENSRNOG00000001582	Bach1	protein_coding
ENSRNOG00000001584	Map3k7cl	protein_coding
ENSRNOG00000001585	Nrip1	protein_coding
ENSRNOG00000001587	Hoxd12	protein_coding
ENSRNOG00000001588	Hoxd13	protein_coding
ENSRNOG00000001589	Evx2	protein_coding
ENSRNOG00000001592	Cct8	protein_coding
ENSRNOG00000001593	Lnpk	protein_coding
ENSRNOG00000001596	Atp5mc3	protein_coding
ENSRNOG00000001597	Atf2	protein_coding
ENSRNOG00000001598	Usp16	protein_coding
ENSRNOG00000001599	Rwdd2b	protein_coding
ENSRNOG00000001602	Ltn1	protein_coding
ENSRNOG00000001603	N6amt1	protein_coding
ENSRNOG00000001607	Adamts1	protein_coding
ENSRNOG00000001608	Nxpe3	protein_coding
ENSRNOG00000001609	Cep97	protein_coding
ENSRNOG00000001611	Rpl24	protein_coding
ENSRNOG00000001613	Zbtb11	protein_coding
ENSRNOG00000001616	Senp7	protein_coding
ENSRNOG00000001618	Ripk4	protein_coding
ENSRNOG00000001620	Prdm15	protein_coding
ENSRNOG00000001621	C2cd2	protein_coding
ENSRNOG00000001623	Zbtb21	protein_coding
ENSRNOG00000001627	Abi3bp	protein_coding
ENSRNOG00000001628	Pcp4	protein_coding
ENSRNOG00000001629	Get1	protein_coding
ENSRNOG00000001632	Brwd1	protein_coding
ENSRNOG00000001633	Tfg	protein_coding
ENSRNOG00000001634	Adgrg7	protein_coding
ENSRNOG00000001640	Tomm70	protein_coding
ENSRNOG00000001642	Tbc1d23	protein_coding
ENSRNOG00000001643	Psmg1	protein_coding
ENSRNOG00000001644	Tmem30c	protein_coding
ENSRNOG00000001645	Filip1l	protein_coding
ENSRNOG00000001647	Ets2	protein_coding
ENSRNOG00000001652	Erg	protein_coding
ENSRNOG00000001653	St3gal6	protein_coding
ENSRNOG00000001654	Cpox	protein_coding
ENSRNOG00000001657	Cldnd1	protein_coding
ENSRNOG00000001658	Kcnj6	protein_coding
ENSRNOG00000001662	Dyrk1a	protein_coding
ENSRNOG00000001679	Gabrr3	protein_coding
ENSRNOG00000001680	Riox2	protein_coding
ENSRNOG00000001681	Vps26c	protein_coding
ENSRNOG00000001682	Ttc3	protein_coding
ENSRNOG00000001684	Ripply3	protein_coding
ENSRNOG00000001686	Hlcs	protein_coding
ENSRNOG00000001689	Arl6	protein_coding
ENSRNOG00000001691	Cldn14	protein_coding
ENSRNOG00000001692	Chaf1b	protein_coding
ENSRNOG00000001699	Setd4	protein_coding
ENSRNOG00000001700	Whrn	protein_coding
ENSRNOG00000001701	Cbr3	protein_coding
ENSRNOG00000001704	Runx1	protein_coding
ENSRNOG00000001706	Kalrn	protein_coding
ENSRNOG00000001707	Vwa5b2	protein_coding
ENSRNOG00000001708	Dvl3	protein_coding
ENSRNOG00000001709	Ap2m1	protein_coding
ENSRNOG00000001710	Abcf3	protein_coding
ENSRNOG00000001711	Plaat1	protein_coding
ENSRNOG00000001712	Alg3	protein_coding
ENSRNOG00000001714	Atp13a4	protein_coding
ENSRNOG00000001715	Ece2	protein_coding
ENSRNOG00000001717	Opa1	protein_coding
ENSRNOG00000001719	Psmd2	protein_coding
ENSRNOG00000001720	Hes1	protein_coding
ENSRNOG00000001726	Tmem44	protein_coding
ENSRNOG00000001727	Lsg1	protein_coding
ENSRNOG00000001728	Fam43a	protein_coding
ENSRNOG00000001729	Xxylt1	protein_coding
ENSRNOG00000001730	Acap2	protein_coding
ENSRNOG00000001733	Ppp1r2	protein_coding
ENSRNOG00000001736	Bdh1	protein_coding
ENSRNOG00000001738	Eif4g1	protein_coding
ENSRNOG00000001739	Meltf	protein_coding
ENSRNOG00000001742	Clcn2	protein_coding
ENSRNOG00000001746	Ncbp2	protein_coding
ENSRNOG00000001747	Pak2	protein_coding
ENSRNOG00000001748	Polr2h	protein_coding
ENSRNOG00000001750	Chrd	protein_coding
ENSRNOG00000001752	Nrros	protein_coding
ENSRNOG00000001754	Wdr53	protein_coding
ENSRNOG00000001757	Tm4sf19	protein_coding
ENSRNOG00000001758	Dynlt2b	protein_coding
ENSRNOG00000001762	Pcyt1a	protein_coding
ENSRNOG00000001764	Vps8	protein_coding
ENSRNOG00000001765	Slc51a	protein_coding
ENSRNOG00000001766	Tfrc	protein_coding
ENSRNOG00000001769	Tnk2	protein_coding
ENSRNOG00000001770	Ehhadh	protein_coding
ENSRNOG00000001773	Senp2	protein_coding
ENSRNOG00000001774	Lrch3	protein_coding
ENSRNOG00000001776	Muc20	protein_coding
ENSRNOG00000001781	Lmln	protein_coding
ENSRNOG00000001782	Osbpl11	protein_coding
ENSRNOG00000001783	Tra2b	protein_coding
ENSRNOG00000001785	Etv5	protein_coding
ENSRNOG00000001786	Snx4	protein_coding
ENSRNOG00000001789	Zfp148	protein_coding
ENSRNOG00000001792	Slc12a8	protein_coding
ENSRNOG00000001793	Heg1	protein_coding
ENSRNOG00000001794	Muc13	protein_coding
ENSRNOG00000001795	Itgb5	protein_coding
ENSRNOG00000001796	Dgkg	protein_coding
ENSRNOG00000001797	Umps	protein_coding
ENSRNOG00000001803	Dnajb11	protein_coding
ENSRNOG00000001804	Itpr2	protein_coding
ENSRNOG00000001806	Fetub	protein_coding
ENSRNOG00000001807	Sspn	protein_coding
ENSRNOG00000001808	Ints13	protein_coding
ENSRNOG00000001809	Hrgl1	protein_coding
ENSRNOG00000001811	Fgfr1op2	protein_coding
ENSRNOG00000001813	Dnm1l	protein_coding
ENSRNOG00000001815	Eif4a2	protein_coding
ENSRNOG00000001816	Rfc4	protein_coding
ENSRNOG00000001817	Tm7sf3	protein_coding
ENSRNOG00000001820	Med21	protein_coding
ENSRNOG00000001821	Adipoq	protein_coding
ENSRNOG00000001823	St6gal1	protein_coding
ENSRNOG00000001825	Pkp2	protein_coding
ENSRNOG00000001827	Masp1	protein_coding
ENSRNOG00000001828	Stk38l	protein_coding
ENSRNOG00000001829	Ube2v2	protein_coding
ENSRNOG00000001830	Bmal2	protein_coding
ENSRNOG00000001833	Mcm4	protein_coding
ENSRNOG00000001837	Sst	protein_coding
ENSRNOG00000001839	Vpreb1b	protein_coding
ENSRNOG00000001840	Rep15	protein_coding
ENSRNOG00000001842	Mrps35	protein_coding
ENSRNOG00000001843	Bcl6	protein_coding
ENSRNOG00000001844	Klhl42	protein_coding
ENSRNOG00000001845	Top3b	protein_coding
ENSRNOG00000001847	Ccdc91	protein_coding
ENSRNOG00000001849	Mapk1	protein_coding
ENSRNOG00000001851	Far2	protein_coding
ENSRNOG00000001852	Ergic2	protein_coding
ENSRNOG00000001854	Tmtc1	protein_coding
ENSRNOG00000001859	Sdf2l1	protein_coding
ENSRNOG00000001860	Ccdc116	protein_coding
ENSRNOG00000001861	Ydjc	protein_coding
ENSRNOG00000001862	Ube2l3	protein_coding
ENSRNOG00000001864	Tmem191c	protein_coding
ENSRNOG00000001865	Serpind1	protein_coding
ENSRNOG00000001867	Snap29	protein_coding
ENSRNOG00000001868	Crkl	protein_coding
ENSRNOG00000001869	Rab44	protein_coding
ENSRNOG00000001870	Lztr1	protein_coding
ENSRNOG00000001872	Lrrc74b	protein_coding
ENSRNOG00000001873	P2rx6	protein_coding
ENSRNOG00000001874	Slc7a4	protein_coding
ENSRNOG00000001875	Smpd4	protein_coding
ENSRNOG00000001876	Ccdc74a	protein_coding
ENSRNOG00000001877	Med15	protein_coding
ENSRNOG00000001878	Klhl22	protein_coding
ENSRNOG00000001880	Dgcr6	protein_coding
ENSRNOG00000001884	Ranbp1	protein_coding
ENSRNOG00000001885	Trmt2a	protein_coding
ENSRNOG00000001886	Dgcr8	protein_coding
ENSRNOG00000001888	Arvcf	protein_coding
ENSRNOG00000001889	Comt	protein_coding
ENSRNOG00000001890	Txnrd2	protein_coding
ENSRNOG00000001891	Gnb1l	protein_coding
ENSRNOG00000001892	Tbx1	protein_coding
ENSRNOG00000001893	Ppp2cal1	protein_coding
ENSRNOG00000001908	Klhl6	protein_coding
ENSRNOG00000001912	Tecrl	protein_coding
ENSRNOG00000001915	Chodl	protein_coding
ENSRNOG00000001916	Tmprss15	protein_coding
ENSRNOG00000001924	Tp63	protein_coding
ENSRNOG00000001926	Cldn1	protein_coding
ENSRNOG00000001928	Il1rap	protein_coding
ENSRNOG00000001930	Ccdc50	protein_coding
ENSRNOG00000001942	Smr3b	protein_coding
ENSRNOG00000001943	Retnlg	protein_coding
ENSRNOG00000001945	Vcsa2	protein_coding
ENSRNOG00000001949	Smr3a	protein_coding
ENSRNOG00000001950	Cabs1	protein_coding
ENSRNOG00000001951	Csn3	protein_coding
ENSRNOG00000001953	Bace2	protein_coding
ENSRNOG00000001955	Retnla	protein_coding
ENSRNOG00000001956	Dzip3	protein_coding
ENSRNOG00000001957	Sult1e1	protein_coding
ENSRNOG00000001958	Ift57	protein_coding
ENSRNOG00000001959	Mx1	protein_coding
ENSRNOG00000001960	Sult1d1	protein_coding
ENSRNOG00000001962	Fam3b	protein_coding
ENSRNOG00000001963	Mx2	protein_coding
ENSRNOG00000001964	Cd47	protein_coding
ENSRNOG00000001967	Sult1b1	protein_coding
ENSRNOG00000001971	Bbx	protein_coding
ENSRNOG00000001973	Ugt2a3	protein_coding
ENSRNOG00000001976	Tmprss2	protein_coding
ENSRNOG00000001979	Rcan1	protein_coding
ENSRNOG00000001980	Ugt2b35	protein_coding
ENSRNOG00000001982	Cblb	protein_coding
ENSRNOG00000001984	Kcne1	protein_coding
ENSRNOG00000001986	C11h21orf140	protein_coding
ENSRNOG00000001989	Alcam	protein_coding
ENSRNOG00000001990	Ugt2b10	protein_coding
ENSRNOG00000001991	Atp5po	protein_coding
ENSRNOG00000001992	Atp6v1a	protein_coding
ENSRNOG00000001996	Ythdc1	protein_coding
ENSRNOG00000002001	Itsn1	protein_coding
ENSRNOG00000002002	Tmprss11b	protein_coding
ENSRNOG00000002004	Prdm8	protein_coding
ENSRNOG00000002005	Tmprss11f	protein_coding
ENSRNOG00000002012	Donson	protein_coding
ENSRNOG00000002013	Sidt1	protein_coding
ENSRNOG00000002014	Stap1	protein_coding
ENSRNOG00000002021	Son	protein_coding
ENSRNOG00000002024	Epha5	protein_coding
ENSRNOG00000002028	Tmem50b	protein_coding
ENSRNOG00000002031	Naa11	protein_coding
ENSRNOG00000002032	Ifngr2	protein_coding
ENSRNOG00000002035	Paqr3	protein_coding
ENSRNOG00000002036	Paxbp1	protein_coding
ENSRNOG00000002039	Evi5	protein_coding
ENSRNOG00000002040	Bmp2k	protein_coding
ENSRNOG00000002041	Boc	protein_coding
ENSRNOG00000002042	Gfi1	protein_coding
ENSRNOG00000002044	Gtpbp8	protein_coding
ENSRNOG00000002045	Anxa3	protein_coding
ENSRNOG00000002046	Cd200r1l	protein_coding
ENSRNOG00000002050	Igfbp7	protein_coding
ENSRNOG00000002051	Synj1	protein_coding
ENSRNOG00000002052	Ccdc80	protein_coding
ENSRNOG00000002053	Fras1	protein_coding
ENSRNOG00000002054	Glmn	protein_coding
ENSRNOG00000002055	Noa1	protein_coding
ENSRNOG00000002057	Slc10a6	protein_coding
ENSRNOG00000002061	Ptpn13	protein_coding
ENSRNOG00000002069	Slc35a5	protein_coding
ENSRNOG00000002070	Mrpl1	protein_coding
ENSRNOG00000002072	Eva1c	protein_coding
ENSRNOG00000002073	Brdt	protein_coding
ENSRNOG00000002074	Rest	protein_coding
ENSRNOG00000002075	Cnot6l	protein_coding
ENSRNOG00000002079	Mapk10	protein_coding
ENSRNOG00000002080	Urb1	protein_coding
ENSRNOG00000002085	Spmap2l	protein_coding
ENSRNOG00000002089	Ccng2	protein_coding
ENSRNOG00000002091	Gtf3c3	protein_coding
ENSRNOG00000002092	Hunk	protein_coding
ENSRNOG00000002093	Tgfbr3	protein_coding
ENSRNOG00000002094	Atg3	protein_coding
ENSRNOG00000002097	Rasl11b	protein_coding
ENSRNOG00000002100	Srp72	protein_coding
ENSRNOG00000002101	Paics	protein_coding
ENSRNOG00000002104	Scaf4	protein_coding
ENSRNOG00000002105	Cdc7	protein_coding
ENSRNOG00000002106	Usp46	protein_coding
ENSRNOG00000002110	Fam114a1l1	protein_coding
ENSRNOG00000002112	Zfp644	protein_coding
ENSRNOG00000002115	Sod1	protein_coding
ENSRNOG00000002117	Barhl2	protein_coding
ENSRNOG00000002120	Spata18	protein_coding
ENSRNOG00000002121	Lrrc8d	protein_coding
ENSRNOG00000002125	Ccni	protein_coding
ENSRNOG00000002126	Ncam2	protein_coding
ENSRNOG00000002128	Ppat	protein_coding
ENSRNOG00000002129	Lrrc8b	protein_coding
ENSRNOG00000002134	Gbp6-ps1	protein_coding
ENSRNOG00000002135	Sgcb	protein_coding
ENSRNOG00000002137	Aasdh	protein_coding
ENSRNOG00000002139	Cracd	protein_coding
ENSRNOG00000002141	Cd200	protein_coding
ENSRNOG00000002142	Cds1	protein_coding
ENSRNOG00000002144	Exoc1	protein_coding
ENSRNOG00000002145	Tmprss7	protein_coding
ENSRNOG00000002149	Nkx6-1	protein_coding
ENSRNOG00000002152	Dcun1d4	protein_coding
ENSRNOG00000002153	Cep135	protein_coding
ENSRNOG00000002154	Mepe	protein_coding
ENSRNOG00000002158	Ibsp	protein_coding
ENSRNOG00000002161	Tlr6	protein_coding
ENSRNOG00000002163	Klf3	protein_coding
ENSRNOG00000002164	Nmu	protein_coding
ENSRNOG00000002165	Abraxas1	protein_coding
ENSRNOG00000002167	Dmp1	protein_coding
ENSRNOG00000002168	Dspp	protein_coding
ENSRNOG00000002169	Pdcl2	protein_coding
ENSRNOG00000002171	Phldb2	protein_coding
ENSRNOG00000002174	Cwh43	protein_coding
ENSRNOG00000002175	Clock	protein_coding
ENSRNOG00000002176	Nectin3	protein_coding
ENSRNOG00000002177	Gnpda2	protein_coding
ENSRNOG00000002180	Tbc1d1	protein_coding
ENSRNOG00000002181	Helq	protein_coding
ENSRNOG00000002182	Septin11	protein_coding
ENSRNOG00000002185	Pgm2	protein_coding
ENSRNOG00000002186	Nudt9	protein_coding
ENSRNOG00000002187	Ropn1	protein_coding
ENSRNOG00000002188	Hpse	protein_coding
ENSRNOG00000002191	C14h4orf19	protein_coding
ENSRNOG00000002192	Rell1	protein_coding
ENSRNOG00000002194	Coq2	protein_coding
ENSRNOG00000002196	Ociad2	protein_coding
ENSRNOG00000002199	Tmem165	protein_coding
ENSRNOG00000002202	Sowahb	protein_coding
ENSRNOG00000002203	Lin54	protein_coding
ENSRNOG00000002204	Ccdc158	protein_coding
ENSRNOG00000002205	Ociad1	protein_coding
ENSRNOG00000002207	Guf1	protein_coding
ENSRNOG00000002208	Shroom3	protein_coding
ENSRNOG00000002210	Hsd17b11	protein_coding
ENSRNOG00000002212	Hsd17b13	protein_coding
ENSRNOG00000002214	Klhl8	protein_coding
ENSRNOG00000002215	Mylk	protein_coding
ENSRNOG00000002216	Srd5a3	protein_coding
ENSRNOG00000002217	Plac8	protein_coding
ENSRNOG00000002218	Stbd1	protein_coding
ENSRNOG00000002223	AABR07012587.1	protein_coding
ENSRNOG00000002224	Yipf7	protein_coding
ENSRNOG00000002225	Scarb2	protein_coding
ENSRNOG00000002227	Kit	protein_coding
ENSRNOG00000002229	Adcy5	protein_coding
ENSRNOG00000002232	Aff1	protein_coding
ENSRNOG00000002238	Sema5b	protein_coding
ENSRNOG00000002240	Slc49a4	protein_coding
ENSRNOG00000002241	Hspbap1	protein_coding
ENSRNOG00000002244	Pdgfra	protein_coding
ENSRNOG00000002246	Slc30a9	protein_coding
ENSRNOG00000002247	Nup54	protein_coding
ENSRNOG00000002248	Fryl	protein_coding
ENSRNOG00000002251	Sec31a	protein_coding
ENSRNOG00000002253	Wdr5b	protein_coding
ENSRNOG00000002254	Tmem33	protein_coding
ENSRNOG00000002255	Fam162a	protein_coding
ENSRNOG00000002256	Art3	protein_coding
ENSRNOG00000002258	Tmem150c	protein_coding
ENSRNOG00000002262	Enoph1	protein_coding
ENSRNOG00000002265	Casr	protein_coding
ENSRNOG00000002266	Gsx2	protein_coding
ENSRNOG00000002267	Chic2	protein_coding
ENSRNOG00000002270	Hnrnpdl	protein_coding
ENSRNOG00000002271	Slain2	protein_coding
ENSRNOG00000002272	Lnx1	protein_coding
ENSRNOG00000002273	Naaa	protein_coding
ENSRNOG00000002275	Fip1l1	protein_coding
ENSRNOG00000002276	Phf6	protein_coding
ENSRNOG00000002278	Tec	protein_coding
ENSRNOG00000002285	Pabir2	protein_coding
ENSRNOG00000002289	Ildr1	protein_coding
ENSRNOG00000002291	Brwd3	protein_coding
ENSRNOG00000002292	Hnrnpd	protein_coding
ENSRNOG00000002294	Snx29	protein_coding
ENSRNOG00000002301	Uso1	protein_coding
ENSRNOG00000002302	Corin	protein_coding
ENSRNOG00000002303	Kcnj12	protein_coding
ENSRNOG00000002305	Slc15a2	protein_coding
ENSRNOG00000002309	Hlx	protein_coding
ENSRNOG00000002312	Atp10d	protein_coding
ENSRNOG00000002318	Limch1	protein_coding
ENSRNOG00000002319	Tsn	protein_coding
ENSRNOG00000002320	Commd8	protein_coding
ENSRNOG00000002322	C13h1orf115	protein_coding
ENSRNOG00000002323	Chmp1b2	protein_coding
ENSRNOG00000002327	Gabrb1	protein_coding
ENSRNOG00000002331	Aldh3a1	protein_coding
ENSRNOG00000002333	Or6c66b	protein_coding
